"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"17196";"«Ул. Народного Ополчения, 9», улица Народного Ополчения (17196)";"37.4757565";"55.77389929";"улица Народного Ополчения";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А294; А60";"Ул. Народного Ополчения, 9";"";"да";"ГУП «Мосгортранс»";"активна";"889141996";"{type=Point, coordinates=[37.4757565, 55.77389929]}";
"17214";"«Кожухово», Косинское шоссе (17214)";"37.8873146601";"55.7074857302";"Косинское шоссе";"Восточный административный округ";"район Косино-Ухтомский";"А613; А808; А841; А855; А872; А885; А893; АС16";"Кожухово";"";"да";"ГУП «Мосгортранс»";"активна";"889141997";"{type=Point, coordinates=[37.8873146601, 55.7074857302]}";
"17215";"«Кожухово», Косинское шоссе (17215)";"37.8872578976";"55.7071594951";"Косинское шоссе";"Восточный административный округ";"район Косино-Ухтомский";"А613; А808; А841; А855; А872; А885; А893; АС16";"Кожухово";"";"да";"ГУП «Мосгортранс»";"активна";"889141998";"{type=Point, coordinates=[37.8872578976, 55.7071594951]}";
"17219";"«Ул. Дмитриевского, 23», Лухмановская улица (17219)";"37.89752166";"55.7105226";"Лухмановская улица";"Восточный административный округ";"район Косино-Ухтомский";"А613; А726; А808; А849; А855; А872; АС16";"Ул. Дмитриевского, 23";"";"нет";"";"активна";"889141999";"{type=Point, coordinates=[37.89752166, 55.7105226]}";
"17224";"«Просп. Защитников Москвы», проспект Защитников Москвы (17224)";"37.92400769";"55.7036542";"проспект Защитников Москвы";"Юго-Восточный административный округ";"район Некрасовка";"А841; А849; А885";"Просп. Защитников Москвы";"";"да";"ГУП «Мосгортранс»";"активна";"889142000";"{type=Point, coordinates=[37.92400769, 55.7036542]}";
"17225";"«Ул. Ухтомского Ополчения», проспект Защитников Москвы (17225)";"37.92084303";"55.70162402";"проспект Защитников Москвы";"Юго-Восточный административный округ";"район Некрасовка";"А841; А849; А885";"Ул. Ухтомского Ополчения";"";"да";"ГУП «Мосгортранс»";"активна";"889142001";"{type=Point, coordinates=[37.92084303, 55.70162402]}";
"17226";"«Просп. Защитников Москвы, 7», проспект Защитников Москвы (17226)";"37.9183163";"55.70005848";"проспект Защитников Москвы";"Юго-Восточный административный округ";"район Некрасовка";"А841; А885";"Просп. Защитников Москвы, 7";"";"да";"ГУП «Мосгортранс»";"активна";"889142002";"{type=Point, coordinates=[37.9183163, 55.70005848]}";
"17227";"«3-й кв. Люберецких Полей», проспект Защитников Москвы (17227)";"37.91540255";"55.69819093";"проспект Защитников Москвы";"Юго-Восточный административный округ";"район Некрасовка";"А841; А885";"3-й кв. Люберецких Полей";"";"да";"ГУП «Мосгортранс»";"активна";"889142003";"{type=Point, coordinates=[37.91540255, 55.69819093]}";
"17228";"«Рождественская ул., 6», Рождественская улица (17228)";"37.91388159";"55.69962227";"Рождественская улица";"Юго-Восточный административный округ";"район Некрасовка";"А841";"Рождественская ул., 6";"";"да";"ГУП «Мосгортранс»";"активна";"889142004";"{type=Point, coordinates=[37.91388159, 55.69962227]}";
"17229";"«Рождественская ул., 10», Рождественская улица (17229)";"37.91598823";"55.70235769";"Рождественская улица";"Юго-Восточный административный округ";"район Некрасовка";"А841";"Рождественская ул., 10";"";"да";"ГУП «Мосгортранс»";"активна";"889142005";"{type=Point, coordinates=[37.91598823, 55.70235769]}";
"17230";"«Рождественская ул., 16», Рождественская улица (17230)";"37.91951621";"55.70394591";"Рождественская улица";"Юго-Восточный административный округ";"район Некрасовка";"А841";"Рождественская ул., 16";"";"да";"ГУП «Мосгортранс»";"активна";"889142006";"{type=Point, coordinates=[37.91951621, 55.70394591]}";
